グループ名,名前,よみ,生年月日,出身地,血液型,身長,加入期,卒業・辞退・契約終了日,現在の所属事務所ほか
櫻坂46,今泉佑唯,いまいずみ ゆい,1998/9/30,神奈川県,O型,153,1期生,2018/11/4,1623マネジメント
